Date,Time,Open,High,Low,Close,Volume,OpenInt
2014-02-10,17:00:00,20.7519,20.7519,20.7519,20.7519,1220,0
2014-02-10,19:00:00,20.7519,20.7814,20.7519,20.7814,828,0
2014-02-10,20:00:00,20.8109,20.8306,20.8109,20.8306,1524,0
2014-02-10,21:00:00,20.8405,20.8405,20.8306,20.8306,711,0
2014-02-10,22:00:00,20.8306,20.8306,20.7913,20.7913,610,0
2014-02-11,16:00:00,20.8503,20.8503,20.8011,20.8011,1086,0
2014-02-11,17:00:00,20.8208,20.8798,20.8109,20.8798,2350,0
2014-02-11,19:00:00,20.8405,20.8405,20.8405,20.8405,813,0
2014-02-11,20:00:00,20.8405,20.8995,20.8109,20.8798,2439,0
2014-02-11,21:00:00,20.8405,20.8405,20.8011,20.8011,17480,0
2014-02-11,22:00:00,20.8011,20.8109,20.7913,20.7913,2387,0
2014-02-12,16:00:00,20.8011,20.8011,20.8011,20.8011,508,0
2014-02-12,17:00:00,20.87,20.8897,20.87,20.8897,3151,0
2014-02-12,19:00:00,20.87,20.87,20.87,20.87,691,0
2014-02-12,20:00:00,20.8897,20.8995,20.8897,20.8995,1016,0
2014-02-12,21:00:00,20.8995,20.8995,20.8995,20.8995,305,0
2014-02-12,22:00:00,20.8798,20.8995,20.8109,20.8109,7751,0
2014-02-13,16:00:00,20.8208,20.8208,20.8208,20.8208,480,0
2014-02-13,17:00:00,20.8798,20.8798,20.8208,20.8208,319,0
2014-02-13,18:00:00,20.8306,20.9093,20.8306,20.9093,4878,0
2014-02-13,19:00:00,20.9093,20.9585,20.9093,20.9585,2809,0
2014-02-13,20:00:00,20.9585,20.9585,20.9192,20.9192,1604,0
2014-02-13,21:00:00,20.9585,20.9585,20.9585,20.9585,3862,0
2014-02-13,22:00:00,20.9585,20.9585,20.9093,20.9093,4686,0
2014-02-14,16:00:00,20.929,21.0373,20.929,21.0373,1900,0
2014-02-14,18:00:00,21.0373,21.0373,21.0373,21.0373,407,0
2014-02-14,20:00:00,21.0471,21.0471,21.0471,21.0471,1829,0
2014-02-14,21:00:00,21.0471,21.0471,21.0373,21.0373,1931,0
2014-02-14,22:00:00,21.0865,21.0865,21.0176,21.0176,9071,0
2014-02-18,16:00:00,21.0668,21.1357,21.0668,21.1357,3496,0
2014-02-18,17:00:00,21.1455,21.1553,21.1455,21.1553,3151,0
2014-02-18,18:00:00,21.175,21.3029,21.1652,21.2931,7724,0
2014-02-18,19:00:00,21.2537,21.2537,21.2341,21.2341,6758,0
2014-02-18,20:00:00,21.2537,21.2537,21.2537,21.2537,813,0
2014-02-18,21:00:00,21.2439,21.2931,21.2439,21.2931,1901,0
2014-02-18,22:00:00,21.2734,21.2734,21.2242,21.2242,6708,0
2014-02-19,16:00:00,21.2931,21.4308,21.2931,21.362,6116,0
2014-02-19,17:00:00,21.3029,21.4505,21.3029,21.4505,7622,0
2014-02-19,18:00:00,21.4505,21.5194,21.4112,21.5194,3171,0
2014-02-19,19:00:00,21.5194,21.5194,21.4112,21.4604,3069,0
2014-02-19,20:00:00,21.4702,21.4997,21.421,21.4702,23221,0
2014-02-19,21:00:00,21.4407,21.4407,21.3915,21.4407,6708,0
2014-02-19,22:00:00,21.4407,21.4407,21.3423,21.3915,5844,0
2014-02-20,16:00:00,21.3915,21.4013,21.3915,21.4013,457,0
2014-02-20,17:00:00,21.3915,21.3915,21.1652,21.2537,15650,0
2014-02-20,18:00:00,21.2341,21.2833,21.2341,21.2636,920,0
2014-02-20,19:00:00,21.2833,21.2833,21.2833,21.2833,2663,0
2014-02-20,20:00:00,21.2439,21.2439,21.2242,21.2341,2846,0
2014-02-20,21:00:00,21.2537,21.3029,21.2439,21.2439,2546,0
2014-02-20,22:00:00,21.2734,21.3325,21.2734,21.3325,915,0
2014-02-21,16:00:00,21.2439,21.3817,21.2439,21.3325,891,0
2014-02-21,17:00:00,21.2734,21.3325,21.2636,21.3325,1968,0
2014-02-21,18:00:00,21.2931,21.3029,21.2537,21.2636,4021,0
2014-02-21,19:00:00,21.2636,21.2636,21.2537,21.2636,12399,0
2014-02-21,20:00:00,21.2439,21.2833,21.2439,21.2636,25277,0
2014-02-21,21:00:00,21.2833,21.3521,21.2636,21.3521,4682,0
2014-02-21,22:00:00,21.3029,21.3521,21.3029,21.3521,22168,0
2014-02-24,16:00:00,21.3521,21.3817,21.3521,21.3817,1529,0
2014-02-24,17:00:00,21.3817,21.3817,21.2636,21.2636,5570,0
2014-02-24,18:00:00,21.3029,21.3029,21.3029,21.3029,305,0
2014-02-24,19:00:00,21.2833,21.2833,21.2341,21.2341,2744,0
2014-02-24,20:00:00,21.2341,21.2341,21.1849,21.1849,6504,0
2014-02-24,21:00:00,21.2537,21.2537,21.2439,21.2439,2341,0
2014-02-24,22:00:00,21.1849,21.1849,21.175,21.175,3252,0
2014-02-25,16:00:00,21.175,21.175,21.175,21.175,1321,0
2014-02-25,17:00:00,21.1357,21.1652,21.1357,21.1652,5554,0
2014-02-25,18:00:00,21.1553,21.2537,21.1357,21.2144,23381,0
2014-02-25,19:00:00,21.2045,21.2341,21.2045,21.2341,971,0
2014-02-25,20:00:00,21.2439,21.2734,21.2242,21.2734,4777,0
2014-02-25,21:00:00,21.2734,21.2734,21.2242,21.2242,1494,0
2014-02-25,22:00:00,21.2734,21.3325,21.2734,21.3325,14022,0
2014-02-26,16:00:00,21.3325,21.3325,21.3325,21.3325,102,0
2014-02-26,17:00:00,21.3226,21.3718,21.3226,21.3718,3252,0
2014-02-26,18:00:00,21.3521,21.362,21.3521,21.362,610,0
2014-02-26,19:00:00,21.362,21.3718,21.3423,21.3718,2910,0
2014-02-26,20:00:00,21.3718,21.3817,21.3718,21.3817,2605,0
2014-02-26,21:00:00,21.3817,21.4013,21.3817,21.4013,2401,0
2014-02-26,22:00:00,21.3915,21.3915,21.3325,21.3325,1542,0
2014-02-27,17:00:00,21.3718,21.4013,21.3718,21.3817,1474,0
2014-02-27,18:00:00,21.362,21.3915,21.362,21.362,1118,0
2014-02-27,19:00:00,21.3915,21.4013,21.3915,21.4013,1179,0
2014-02-27,20:00:00,21.4013,21.4013,21.4013,21.4013,102,0
2014-02-27,21:00:00,21.3718,21.3718,21.362,21.362,488,0
2014-02-27,22:00:00,21.3718,21.3718,21.362,21.362,988,0
2014-02-28,16:00:00,21.3915,21.3915,21.3423,21.3521,1484,0
2014-02-28,17:00:00,21.3521,21.3915,21.3521,21.3915,1587,0
2014-02-28,18:00:00,21.3915,21.4013,21.3325,21.3325,4573,0
2014-02-28,19:00:00,21.362,21.3817,21.3325,21.3718,5554,0
2014-02-28,20:00:00,21.3718,21.4013,21.3423,21.4013,3862,0
2014-02-28,21:00:00,21.4013,21.4013,21.362,21.3817,5183,0
2014-02-28,22:00:00,21.4013,21.4013,21.362,21.4013,3841,0
2014-03-03,16:00:00,21.3128,21.4013,21.3128,21.4013,3445,0
2014-03-03,17:00:00,21.4013,21.4013,21.3029,21.3029,1321,0
2014-03-03,18:00:00,21.3521,21.3521,21.3325,21.3325,2744,0
2014-03-03,19:00:00,21.3325,21.362,21.3226,21.3423,7646,0
2014-03-03,20:00:00,21.362,21.362,21.362,21.362,2332,0
2014-03-03,21:00:00,21.362,21.3915,21.362,21.3915,4594,0
2014-03-03,22:00:00,21.3915,21.4308,21.3915,21.4308,4906,0
2014-03-04,16:00:00,21.4505,21.4702,21.4505,21.4702,834,0
2014-03-04,17:00:00,21.4997,21.5588,21.4308,21.5489,7968,0
2014-03-04,18:00:00,21.5292,21.5588,21.5194,21.5194,2236,0
2014-03-04,19:00:00,21.4997,21.5096,21.4604,21.4604,2714,0
2014-03-04,20:00:00,21.4604,21.4604,21.4505,21.4505,2541,0
2014-03-04,21:00:00,21.4899,21.4997,21.4604,21.48,2386,0
2014-03-04,22:00:00,21.48,21.48,21.4308,21.48,25407,0
2014-03-05,16:00:00,21.5489,21.5489,21.4702,21.4702,3862,0
2014-03-05,17:00:00,21.4899,21.5489,21.4899,21.5489,1016,0
2014-03-05,18:00:00,21.5391,21.5489,21.5292,21.5489,1378,0
2014-03-05,19:00:00,21.4997,21.5391,21.4899,21.5391,8634,0
2014-03-05,20:00:00,21.5391,21.5489,21.5194,21.5292,6821,0
2014-03-05,21:00:00,21.5292,21.5292,21.5292,21.5292,4268,0
2014-03-05,22:00:00,21.5292,21.5489,21.5292,21.5292,1423,0
2014-03-06,16:00:00,21.4997,21.4997,21.4997,21.4997,224,0
2014-03-06,17:00:00,21.5489,21.5686,21.5292,21.5391,2449,0
2014-03-06,18:00:00,21.5686,21.5981,21.5194,21.5194,2541,0
2014-03-06,19:00:00,21.5096,21.5096,21.4505,21.4899,4101,0
2014-03-06,20:00:00,21.4505,21.4899,21.4505,21.4702,4777,0
2014-03-06,21:00:00,21.4505,21.4505,21.4308,21.4308,711,0
2014-03-06,22:00:00,21.4702,21.4997,21.4604,21.4899,1967,0
2014-03-07,18:00:00,21.4702,21.4702,21.4702,21.4702,559,0
2014-03-07,19:00:00,21.4505,21.48,21.4308,21.48,4014,0
2014-03-07,20:00:00,21.48,21.48,21.4604,21.4604,610,0
2014-03-07,21:00:00,21.48,21.5096,21.4505,21.4505,4813,0
2014-03-07,22:00:00,21.4505,21.4899,21.4407,21.4899,5066,0
2014-03-10,16:00:00,21.4407,21.4407,21.4407,21.4407,2851,0
2014-03-10,17:00:00,21.4308,21.4407,21.4013,21.4013,1479,0
2014-03-10,18:00:00,21.362,21.4407,21.362,21.4013,4182,0
2014-03-10,19:00:00,21.4013,21.4013,21.4013,21.4013,501,0
2014-03-10,20:00:00,21.4308,21.4505,21.3915,21.4407,10852,0
2014-03-10,21:00:00,21.4505,21.4505,21.4112,21.4505,10818,0
2014-03-11,15:00:00,21.4308,21.4308,21.4308,21.4308,610,0
2014-03-11,16:00:00,21.4308,21.4308,21.4112,21.4112,272,0
